name,fold,label
1269.wav,1,1
1270.wav,1,1
1271.wav,1,1
1272.wav,1,1
1273.wav,1,1
1274.wav,1,1
1275.wav,1,1
1276.wav,1,1
1277.wav,1,1
1278.wav,1,1
1279.wav,1,1
1280.wav,1,1
1281.wav,1,1
1282.wav,1,1
1283.wav,1,1
1284.wav,1,1
1285.wav,1,1
1286.wav,1,1
1287.wav,1,1
1288.wav,1,1
1289.wav,1,1
1290.wav,1,1
1291.wav,1,1
1292.wav,1,1
1293.wav,1,1
1294.wav,1,1
1295.wav,1,1
1296.wav,1,1
1297.wav,1,1
1298.wav,1,1
1299.wav,1,1
1300.wav,1,1
1301.wav,1,1
1302.wav,1,1
1303.wav,1,1
1304.wav,1,1
1305.wav,1,1
1306.wav,1,1
1307.wav,1,1
1308.wav,1,1
1309.wav,1,1
1310.wav,1,1
1311.wav,1,1
1312.wav,1,1
1313.wav,1,1
1314.wav,1,1
1315.wav,1,1
1316.wav,1,1
1317.wav,1,1
1318.wav,1,1
1319.wav,1,1
1320.wav,1,1
1321.wav,1,1
1322.wav,1,1
1323.wav,1,1
1324.wav,1,1
1325.wav,1,1
1326.wav,1,1
1327.wav,1,1
1328.wav,1,1
1329.wav,1,1
1330.wav,1,1
1331.wav,1,1
1332.wav,1,1
1333.wav,1,1
1334.wav,1,1
1335.wav,1,1
1336.wav,1,1
1337.wav,1,1
1338.wav,1,1
1339.wav,1,1
1340.wav,1,1
1341.wav,1,1
1342.wav,1,1
1343.wav,1,1
1344.wav,1,1
1345.wav,1,1
1346.wav,1,1
1347.wav,1,1
1348.wav,1,1
1349.wav,1,1
1350.wav,1,1
1351.wav,1,1
1352.wav,1,1
1353.wav,1,1
1354.wav,1,1
1355.wav,1,1
1356.wav,1,1
1357.wav,1,1
1358.wav,1,1
1359.wav,1,1
1360.wav,1,1
1361.wav,1,1
1362.wav,1,1
1363.wav,1,1
1364.wav,1,1
1365.wav,1,1
1366.wav,1,1
1367.wav,1,1
1368.wav,1,1
1369.wav,1,1
1370.wav,1,1
1371.wav,1,1
1372.wav,1,1
1373.wav,1,1
1374.wav,1,1
1375.wav,1,1
1376.wav,1,1
1377.wav,1,1
1378.wav,1,1
1379.wav,1,1
1380.wav,1,1
1381.wav,1,1
1382.wav,1,1
1383.wav,1,1
1384.wav,1,1
1385.wav,1,1
1386.wav,1,1
1387.wav,1,1
1388.wav,1,1
1389.wav,1,1
1390.wav,1,1
1391.wav,1,1
1392.wav,1,1
1393.wav,1,1
1394.wav,1,1
1395.wav,1,1
1396.wav,1,1
1397.wav,1,1
1398.wav,1,1
1399.wav,1,1
1400.wav,1,1
1401.wav,1,1
1402.wav,1,1
1403.wav,1,1
1404.wav,1,1
1405.wav,1,1
1406.wav,1,1
1407.wav,1,1
1408.wav,1,1
1409.wav,1,1
1410.wav,1,1
1411.wav,1,1
1412.wav,1,1
1413.wav,1,1
1414.wav,1,1
1415.wav,1,1
1416.wav,1,1
1417.wav,1,1
1418.wav,1,1
1419.wav,1,1
1420.wav,1,1
1421.wav,1,1
1422.wav,1,1
1423.wav,1,1
1424.wav,1,1
1425.wav,1,1
1426.wav,1,1
1427.wav,1,1
1428.wav,1,1
1429.wav,1,1
1430.wav,1,1
1431.wav,1,1
1432.wav,1,1
1433.wav,1,1
1434.wav,1,1
1435.wav,1,1
1436.wav,1,1
1437.wav,1,1
1438.wav,1,1
1439.wav,1,1
1440.wav,1,1
1441.wav,1,1
1442.wav,1,1
1443.wav,1,1
1444.wav,1,1
1445.wav,1,1
1446.wav,1,1
1447.wav,1,1
1448.wav,1,1
1449.wav,1,1
1450.wav,1,1
1451.wav,1,1
1452.wav,1,1
1453.wav,1,1
1454.wav,1,1
1455.wav,1,1
1456.wav,1,1
1457.wav,1,1
1458.wav,1,1
1459.wav,1,1
1460.wav,1,1
1461.wav,1,1
1462.wav,1,1
1463.wav,1,1
1464.wav,1,1
1465.wav,1,1
1466.wav,1,1
1467.wav,1,1
1468.wav,1,1
1469.wav,1,1
1470.wav,1,1
1471.wav,1,1
1472.wav,1,1
1473.wav,1,1
1474.wav,1,1
1475.wav,1,1
1476.wav,1,1
1477.wav,1,1
1478.wav,1,1
1479.wav,1,1
1480.wav,1,1
1481.wav,1,1
1482.wav,1,1
1483.wav,1,1
1484.wav,1,1
1485.wav,1,1
1486.wav,1,1
1487.wav,1,1
1488.wav,1,1
1489.wav,1,1
1490.wav,1,1
1491.wav,1,1
1492.wav,1,1
1493.wav,1,1
1494.wav,1,1
1495.wav,1,1
1496.wav,1,1
1497.wav,1,1
1498.wav,1,1
1499.wav,1,1
1000.wav,4,4
1001.wav,4,4
1002.wav,4,4
1003.wav,4,4
1004.wav,4,4
1005.wav,4,4
1006.wav,4,4
1007.wav,4,4
1008.wav,4,4
1009.wav,4,4
1010.wav,4,4
1011.wav,4,4
1012.wav,4,4
1013.wav,4,4
1014.wav,4,4
1015.wav,4,4
1016.wav,4,4
1017.wav,4,4
1018.wav,4,4
1019.wav,4,4
1020.wav,4,4
1021.wav,4,4
1022.wav,4,4
1023.wav,4,4
1024.wav,4,4
1025.wav,4,4
1026.wav,4,4
1027.wav,4,4
1028.wav,4,4
1029.wav,4,4
1030.wav,4,4
1031.wav,4,4
1032.wav,4,4
1033.wav,4,4
1034.wav,4,4
1035.wav,4,4
1036.wav,4,4
1037.wav,4,4
1038.wav,4,4
1039.wav,4,4
1040.wav,4,4
1041.wav,4,4
1042.wav,4,4
1043.wav,4,4
1044.wav,4,4
1045.wav,4,4
1046.wav,4,4
1047.wav,4,4
1048.wav,4,4
1049.wav,4,4
1050.wav,4,4
1051.wav,4,4
1052.wav,4,4
1053.wav,4,4
1054.wav,4,4
1055.wav,4,4
1056.wav,4,4
1057.wav,4,4
1058.wav,4,4
1059.wav,4,4
1060.wav,4,4
1061.wav,4,4
1062.wav,4,4
1063.wav,4,4
1064.wav,4,4
1065.wav,4,4
1066.wav,4,4
1067.wav,4,4
1068.wav,4,4
1069.wav,4,4
1070.wav,4,4
1071.wav,4,4
1072.wav,4,4
1073.wav,4,4
1074.wav,4,4
1075.wav,4,4
1076.wav,4,4
1077.wav,4,4
1078.wav,4,4
1079.wav,4,4
1080.wav,4,4
1081.wav,4,4
1082.wav,4,4
1083.wav,4,4
1084.wav,4,4
1085.wav,4,4
1086.wav,4,4
1087.wav,4,4
1088.wav,4,4
1089.wav,4,4
1090.wav,4,4
1091.wav,4,4
1092.wav,4,4
1093.wav,4,4
1094.wav,4,4
1095.wav,4,4
1096.wav,4,4
1097.wav,4,4
1098.wav,4,4
1099.wav,4,4
1100.wav,4,4
1101.wav,4,4
1102.wav,4,4
1103.wav,4,4
1104.wav,4,4
1105.wav,4,4
1106.wav,4,4
1107.wav,4,4
1108.wav,4,4
1109.wav,4,4
1110.wav,4,4
1111.wav,4,4
1112.wav,4,4
1113.wav,4,4
1114.wav,4,4
1115.wav,4,4
1116.wav,4,4
1117.wav,4,4
1118.wav,4,4
1119.wav,4,4
1120.wav,4,4
1121.wav,4,4
1122.wav,4,4
1123.wav,4,4
1124.wav,4,4
1125.wav,4,4
1126.wav,4,4
1127.wav,4,4
1128.wav,4,4
1129.wav,4,4
1130.wav,4,4
1131.wav,4,4
1132.wav,4,4
1133.wav,4,4
1134.wav,4,4
1135.wav,4,4
1136.wav,4,4
1137.wav,4,4
1138.wav,4,4
1139.wav,4,4
1140.wav,4,4
1141.wav,4,4
1142.wav,4,4
1143.wav,4,4
1144.wav,4,4
1145.wav,4,4
1146.wav,4,4
1147.wav,4,4
1148.wav,4,4
1149.wav,4,4
1150.wav,4,4
1151.wav,4,4
1152.wav,4,4
1153.wav,4,4
1154.wav,4,4
1155.wav,4,4
1156.wav,4,4
1157.wav,4,4
1158.wav,4,4
1159.wav,4,4
1160.wav,4,4
1161.wav,4,4
1162.wav,4,4
1163.wav,4,4
1164.wav,4,4
1165.wav,4,4
1166.wav,4,4
1167.wav,4,4
1168.wav,4,4
1169.wav,4,4
1170.wav,4,4
1171.wav,4,4
1172.wav,4,4
1173.wav,4,4
1174.wav,4,4
1175.wav,4,4
1176.wav,4,4
1177.wav,4,4
1178.wav,4,4
1179.wav,4,4
1180.wav,4,4
1181.wav,4,4
1182.wav,4,4
1183.wav,4,4
1184.wav,4,4
1185.wav,4,4
1186.wav,4,4
1187.wav,4,4
1188.wav,4,4
1189.wav,4,4
1190.wav,4,4
1191.wav,4,4
1192.wav,4,4
1193.wav,4,4
1194.wav,4,4
1195.wav,4,4
1196.wav,4,4
1197.wav,4,4
1198.wav,4,4
1199.wav,4,4
1200.wav,4,4
1201.wav,4,4
1202.wav,4,4
1203.wav,4,4
1204.wav,4,4
1205.wav,4,4
1206.wav,4,4
1207.wav,4,4
1208.wav,4,4
1209.wav,4,4
1210.wav,4,4
1211.wav,4,4
1212.wav,4,4
1213.wav,4,4
1214.wav,4,4
1215.wav,4,4
1216.wav,4,4
1217.wav,4,4
1218.wav,4,4
1219.wav,4,4
1220.wav,4,4
1221.wav,4,4
1222.wav,4,4
1223.wav,4,4
1224.wav,4,4
1225.wav,4,4
1226.wav,4,4
1227.wav,4,4
1228.wav,4,4
1229.wav,4,4
1230.wav,4,4
1231.wav,4,4
1232.wav,4,4
1233.wav,4,4
1234.wav,4,4
1235.wav,4,4
1236.wav,4,4
1237.wav,4,4
1238.wav,4,4
1239.wav,4,4
1240.wav,4,4
1241.wav,4,4
1242.wav,4,4
1243.wav,4,4
1244.wav,4,4
1245.wav,4,4
1246.wav,4,4
1247.wav,4,4
1248.wav,4,4
1249.wav,4,4
1250.wav,4,4
1251.wav,4,4
1252.wav,4,4
1253.wav,4,4
1254.wav,4,4
1255.wav,4,4
1256.wav,4,4
1257.wav,4,4
1258.wav,4,4
1259.wav,4,4
1260.wav,4,4
1261.wav,4,4
1262.wav,4,4
1263.wav,4,4
1264.wav,4,4
1265.wav,4,4
1266.wav,4,4
1267.wav,4,4
1268.wav,4,4
1269.wav,4,4
1270.wav,4,4
1271.wav,4,4
1272.wav,4,4
1273.wav,4,4
1274.wav,4,4
1275.wav,4,4
1276.wav,4,4
1277.wav,4,4
1278.wav,4,4
1279.wav,4,4
1280.wav,4,4
1281.wav,4,4
1282.wav,4,4
1283.wav,4,4
1284.wav,4,4
1285.wav,4,4
1286.wav,4,4
1287.wav,4,4
1288.wav,4,4
1289.wav,4,4
1290.wav,4,4
1291.wav,4,4
1292.wav,4,4
1293.wav,4,4
1294.wav,4,4
1295.wav,4,4
1296.wav,4,4
1297.wav,4,4
1298.wav,4,4
1299.wav,4,4
1300.wav,4,4
1301.wav,4,4
1302.wav,4,4
1303.wav,4,4
1304.wav,4,4
1305.wav,4,4
1306.wav,4,4
1307.wav,4,4
1308.wav,4,4
1309.wav,4,4
1310.wav,4,4
1311.wav,4,4
1312.wav,4,4
1313.wav,4,4
1314.wav,4,4
1315.wav,4,4
1316.wav,4,4
1317.wav,4,4
1318.wav,4,4
1319.wav,4,4
1320.wav,4,4
1321.wav,4,4
1322.wav,4,4
1323.wav,4,4
1324.wav,4,4
1325.wav,4,4
1326.wav,4,4
1327.wav,4,4
1328.wav,4,4
1329.wav,4,4
1330.wav,4,4
1331.wav,4,4
1332.wav,4,4
1333.wav,4,4
1334.wav,4,4
1335.wav,4,4
1336.wav,4,4
1337.wav,4,4
1338.wav,4,4
1339.wav,4,4
1340.wav,4,4
1341.wav,4,4
1342.wav,4,4
1343.wav,4,4
1344.wav,4,4
1345.wav,4,4
1346.wav,4,4
1347.wav,4,4
1348.wav,4,4
1349.wav,4,4
1350.wav,4,4
1351.wav,4,4
1352.wav,4,4
1353.wav,4,4
1354.wav,4,4
1355.wav,4,4
1356.wav,4,4
1357.wav,4,4
1358.wav,4,4
1359.wav,4,4
1360.wav,4,4
1361.wav,4,4
1362.wav,4,4
1363.wav,4,4
1364.wav,4,4
1365.wav,4,4
1366.wav,4,4
1367.wav,4,4
1368.wav,4,4
1369.wav,4,4
1370.wav,4,4
1371.wav,4,4
1372.wav,4,4
1373.wav,4,4
1374.wav,4,4
1375.wav,4,4
1376.wav,4,4
1377.wav,4,4
1378.wav,4,4
1379.wav,4,4
1380.wav,4,4
1381.wav,4,4
1382.wav,4,4
1383.wav,4,4
1384.wav,4,4
1385.wav,4,4
1386.wav,4,4
1387.wav,4,4
1388.wav,4,4
1389.wav,4,4
1390.wav,4,4
1391.wav,4,4
1392.wav,4,4
1393.wav,4,4
1394.wav,4,4
1395.wav,4,4
1396.wav,4,4
1397.wav,4,4
1398.wav,4,4
1399.wav,4,4
1400.wav,4,4
1401.wav,4,4
1402.wav,4,4
1403.wav,4,4
1404.wav,4,4
1405.wav,4,4
1406.wav,4,4
1407.wav,4,4
1408.wav,4,4
1409.wav,4,4
1410.wav,4,4
1411.wav,4,4
1412.wav,4,4
1413.wav,4,4
1414.wav,4,4
1415.wav,4,4
1416.wav,4,4
1417.wav,4,4
1418.wav,4,4
1419.wav,4,4
1420.wav,4,4
1421.wav,4,4
1422.wav,4,4
1423.wav,4,4
1424.wav,4,4
1425.wav,4,4
1426.wav,4,4
1427.wav,4,4
1428.wav,4,4
1429.wav,4,4
1430.wav,4,4
1431.wav,4,4
1432.wav,4,4
1433.wav,4,4
1434.wav,4,4
1435.wav,4,4
1436.wav,4,4
1437.wav,4,4
1438.wav,4,4
1439.wav,4,4
1440.wav,4,4
1441.wav,4,4
1442.wav,4,4
1443.wav,4,4
1444.wav,4,4
1445.wav,4,4
1446.wav,4,4
1447.wav,4,4
1448.wav,4,4
1449.wav,4,4
1450.wav,4,4
1451.wav,4,4
1452.wav,4,4
1453.wav,4,4
1454.wav,4,4
1455.wav,4,4
1456.wav,4,4
1457.wav,4,4
1458.wav,4,4
1459.wav,4,4
1460.wav,4,4
1461.wav,4,4
1462.wav,4,4
1463.wav,4,4
1464.wav,4,4
1465.wav,4,4
1466.wav,4,4
1467.wav,4,4
1468.wav,4,4
1469.wav,4,4
1470.wav,4,4
1471.wav,4,4
1472.wav,4,4
1473.wav,4,4
1474.wav,4,4
1475.wav,4,4
1476.wav,4,4
1477.wav,4,4
1478.wav,4,4
1479.wav,4,4
1480.wav,4,4
1481.wav,4,4
1482.wav,4,4
1483.wav,4,4
1484.wav,4,4
1485.wav,4,4
1486.wav,4,4
1487.wav,4,4
1488.wav,4,4
1489.wav,4,4
1490.wav,4,4
1491.wav,4,4
1492.wav,4,4
1493.wav,4,4
1494.wav,4,4
1495.wav,4,4
1496.wav,4,4
1497.wav,4,4
1498.wav,4,4
1499.wav,4,4
1000.wav,5,5
1001.wav,5,5
1002.wav,5,5
1003.wav,5,5
1004.wav,5,5
1005.wav,5,5
1006.wav,5,5
1007.wav,5,5
1008.wav,5,5
1009.wav,5,5
1010.wav,5,5
1011.wav,5,5
1012.wav,5,5
1013.wav,5,5
1014.wav,5,5
1015.wav,5,5
1016.wav,5,5
1017.wav,5,5
1018.wav,5,5
1019.wav,5,5
1020.wav,5,5
1021.wav,5,5
1022.wav,5,5
1023.wav,5,5
1024.wav,5,5
1025.wav,5,5
1026.wav,5,5
1027.wav,5,5
1028.wav,5,5
1029.wav,5,5
1030.wav,5,5
1031.wav,5,5
1032.wav,5,5
1033.wav,5,5
1034.wav,5,5
1035.wav,5,5
1036.wav,5,5
1037.wav,5,5
1038.wav,5,5
1039.wav,5,5
1040.wav,5,5
1041.wav,5,5
1042.wav,5,5
1043.wav,5,5
1044.wav,5,5
1045.wav,5,5
1046.wav,5,5
1047.wav,5,5
1048.wav,5,5
1049.wav,5,5
1050.wav,5,5
1051.wav,5,5
1052.wav,5,5
1053.wav,5,5
1054.wav,5,5
1055.wav,5,5
1056.wav,5,5
1057.wav,5,5
1058.wav,5,5
1059.wav,5,5
1060.wav,5,5
1061.wav,5,5
1062.wav,5,5
1063.wav,5,5
1064.wav,5,5
1065.wav,5,5
1066.wav,5,5
1067.wav,5,5
1068.wav,5,5
1069.wav,5,5
1070.wav,5,5
1071.wav,5,5
1072.wav,5,5
1073.wav,5,5
1074.wav,5,5
1075.wav,5,5
1076.wav,5,5
1077.wav,5,5
1078.wav,5,5
1079.wav,5,5
1080.wav,5,5
1081.wav,5,5
1082.wav,5,5
1083.wav,5,5
1084.wav,5,5
1085.wav,5,5
1086.wav,5,5
1087.wav,5,5
1088.wav,5,5
1089.wav,5,5
1090.wav,5,5
1091.wav,5,5
1092.wav,5,5
1093.wav,5,5
1094.wav,5,5
1095.wav,5,5
1096.wav,5,5
1097.wav,5,5
1098.wav,5,5
1099.wav,5,5
1100.wav,5,5
1101.wav,5,5
1102.wav,5,5
1103.wav,5,5
1104.wav,5,5
1105.wav,5,5
1106.wav,5,5
1107.wav,5,5
1108.wav,5,5
1109.wav,5,5
1110.wav,5,5
1111.wav,5,5
1112.wav,5,5
1113.wav,5,5
1114.wav,5,5
1115.wav,5,5
1116.wav,5,5
1117.wav,5,5
1118.wav,5,5
1119.wav,5,5
1120.wav,5,5
1121.wav,5,5
1122.wav,5,5
1123.wav,5,5
1124.wav,5,5
1125.wav,5,5
1126.wav,5,5
1127.wav,5,5
1128.wav,5,5
1129.wav,5,5
1130.wav,5,5
1131.wav,5,5
1132.wav,5,5
1133.wav,5,5
1134.wav,5,5
1135.wav,5,5
1136.wav,5,5
1137.wav,5,5
1138.wav,5,5
1139.wav,5,5
1140.wav,5,5
1141.wav,5,5
1142.wav,5,5
1143.wav,5,5
1144.wav,5,5
1145.wav,5,5
1146.wav,5,5
1147.wav,5,5
1148.wav,5,5
1149.wav,5,5
1150.wav,5,5
1151.wav,5,5
1152.wav,5,5
1153.wav,5,5
1154.wav,5,5
1155.wav,5,5
1156.wav,5,5
1157.wav,5,5
1158.wav,5,5
1159.wav,5,5
1160.wav,5,5
1161.wav,5,5
1162.wav,5,5
1163.wav,5,5
1164.wav,5,5
1165.wav,5,5
1166.wav,5,5
1167.wav,5,5
1168.wav,5,5
1169.wav,5,5
1170.wav,5,5
1171.wav,5,5
1172.wav,5,5
1173.wav,5,5
1174.wav,5,5
1175.wav,5,5
1176.wav,5,5
1177.wav,5,5
1178.wav,5,5
1179.wav,5,5
1180.wav,5,5
1181.wav,5,5
1182.wav,5,5
1183.wav,5,5
1184.wav,5,5
1185.wav,5,5
1186.wav,5,5
1187.wav,5,5
1188.wav,5,5
1189.wav,5,5
1190.wav,5,5
1191.wav,5,5
1192.wav,5,5
1193.wav,5,5
1194.wav,5,5
1195.wav,5,5
1196.wav,5,5
1197.wav,5,5
1198.wav,5,5
1199.wav,5,5
1200.wav,5,5
1201.wav,5,5
1202.wav,5,5
1203.wav,5,5
1204.wav,5,5
1205.wav,5,5
1206.wav,5,5
1207.wav,5,5
1208.wav,5,5
1209.wav,5,5
1210.wav,5,5
1211.wav,5,5
1212.wav,5,5
1213.wav,5,5
1214.wav,5,5
1215.wav,5,5
1216.wav,5,5
1217.wav,5,5
1218.wav,5,5
1219.wav,5,5
1220.wav,5,5
1221.wav,5,5
1222.wav,5,5
1223.wav,5,5
1224.wav,5,5
1225.wav,5,5
1226.wav,5,5
1227.wav,5,5
1228.wav,5,5
1229.wav,5,5
1230.wav,5,5
1231.wav,5,5
1232.wav,5,5
1233.wav,5,5
1234.wav,5,5
1235.wav,5,5
1236.wav,5,5
1237.wav,5,5
1238.wav,5,5
1239.wav,5,5
1240.wav,5,5
1241.wav,5,5
1242.wav,5,5
1243.wav,5,5
1244.wav,5,5
1245.wav,5,5
1246.wav,5,5
1247.wav,5,5
1248.wav,5,5
1249.wav,5,5
1250.wav,5,5
1251.wav,5,5
1252.wav,5,5
1253.wav,5,5
1254.wav,5,5
1255.wav,5,5
1256.wav,5,5
1257.wav,5,5
1258.wav,5,5
1259.wav,5,5
1260.wav,5,5
1261.wav,5,5
1262.wav,5,5
1263.wav,5,5
1264.wav,5,5
1265.wav,5,5
1266.wav,5,5
1267.wav,5,5
1268.wav,5,5
1269.wav,5,5
1270.wav,5,5
1271.wav,5,5
1272.wav,5,5
1273.wav,5,5
1274.wav,5,5
1275.wav,5,5
1276.wav,5,5
1277.wav,5,5
1278.wav,5,5
1279.wav,5,5
1280.wav,5,5
1281.wav,5,5
1282.wav,5,5
1283.wav,5,5
1284.wav,5,5
1285.wav,5,5
1286.wav,5,5
1287.wav,5,5
1288.wav,5,5
1289.wav,5,5
1290.wav,5,5
1291.wav,5,5
1292.wav,5,5
1293.wav,5,5
1294.wav,5,5
1295.wav,5,5
1296.wav,5,5
1297.wav,5,5
1298.wav,5,5
1299.wav,5,5
1300.wav,5,5
1301.wav,5,5
1302.wav,5,5
1303.wav,5,5
1304.wav,5,5
1305.wav,5,5
1306.wav,5,5
1307.wav,5,5
1308.wav,5,5
1309.wav,5,5
1310.wav,5,5
1311.wav,5,5
1312.wav,5,5
1313.wav,5,5
1314.wav,5,5
1315.wav,5,5
1316.wav,5,5
1317.wav,5,5
1318.wav,5,5
1319.wav,5,5
1320.wav,5,5
1321.wav,5,5
1322.wav,5,5
1323.wav,5,5
1324.wav,5,5
1325.wav,5,5
1326.wav,5,5
1327.wav,5,5
1328.wav,5,5
1329.wav,5,5
1330.wav,5,5
1331.wav,5,5
1332.wav,5,5
1333.wav,5,5
1334.wav,5,5
1335.wav,5,5
1336.wav,5,5
1337.wav,5,5
1338.wav,5,5
1339.wav,5,5
1340.wav,5,5
1341.wav,5,5
1342.wav,5,5
1343.wav,5,5
1344.wav,5,5
1345.wav,5,5
1346.wav,5,5
1347.wav,5,5
1348.wav,5,5
1349.wav,5,5
1350.wav,5,5
1351.wav,5,5
1352.wav,5,5
1353.wav,5,5
1354.wav,5,5
1355.wav,5,5
1356.wav,5,5
1357.wav,5,5
1358.wav,5,5
1359.wav,5,5
1360.wav,5,5
1361.wav,5,5
1362.wav,5,5
1363.wav,5,5
1364.wav,5,5
1365.wav,5,5
1366.wav,5,5
1367.wav,5,5
1368.wav,5,5
1369.wav,5,5
1370.wav,5,5
1371.wav,5,5
1372.wav,5,5
1373.wav,5,5
1374.wav,5,5
1375.wav,5,5
1376.wav,5,5
1377.wav,5,5
1378.wav,5,5
1379.wav,5,5
1380.wav,5,5
1381.wav,5,5
1382.wav,5,5
1383.wav,5,5
1384.wav,5,5
1385.wav,5,5
1386.wav,5,5
1387.wav,5,5
1388.wav,5,5
1389.wav,5,5
1390.wav,5,5
1391.wav,5,5
1392.wav,5,5
1393.wav,5,5
1394.wav,5,5
1395.wav,5,5
1396.wav,5,5
1397.wav,5,5
